Feature ID	Taxon
NC_008645.1	Eukaryota;Chordata;Actinopteri;Cypriniformes;Catostomidae;Cycleptus;Cycleptus elongatus;NA;NA;NA
NC_069208.1	Eukaryota;Chordata;Actinopteri;Perciformes;Cyclopteridae;Cyclopterus;Cyclopterus lumpus;NA;NA;NA
NC_009059.1	Eukaryota;Chordata;Actinopteri;NA;Embiotocidae;Cymatogaster;Cymatogaster aggregata;NA;NA;NA
OR582716.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Cymolutes;Cymolutes torquatus;NA;NA;NA
PV814500.1	Eukaryota;Chordata;Actinopteri;NA;Sciaenidae;Cynoscion;Cynoscion albus;NA;NA;NA
AF128401.1	Eukaryota;Chordata;Actinopteri;NA;Sciaenidae;Cynoscion;Cynoscion arenarius;NA;NA;NA
NC_087993.1	Eukaryota;Chordata;Actinopteri;NA;Sciaenidae;Cynoscion;Cynoscion jamaicensis;NA;NA;NA
AF128402.1	Eukaryota;Chordata;Actinopteri;NA;Sciaenidae;Cynoscion;Cynoscion nebulosus;NA;NA;NA
OP057009.1	Eukaryota;Chordata;Actinopteri;NA;Sciaenidae;Cynoscion;Cynoscion nebulosus;NA;NA;NA
OP154135.1	Eukaryota;Chordata;Actinopteri;NA;Sciaenidae;Cynoscion;Cynoscion nothus;NA;NA;NA
MH377810.1	Eukaryota;Chordata;Actinopteri;NA;Sciaenidae;Cynoscion;Cynoscion regalis;NA;NA;NA
PV814505.1	Eukaryota;Chordata;Actinopteri;NA;Sciaenidae;Cynoscion;Cynoscion reticulatus;NA;NA;NA
NC_087995.1	Eukaryota;Chordata;Actinopteri;NA;Sciaenidae;Cynoscion;Cynoscion striatus;NA;NA;NA
AP009047.1	Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Cyprinus;Cyprinus carpio;NA;NA;NA
AP017363.1	Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Cyprinus;Cyprinus carpio;NA;NA;NA
KU681006.1	Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Cyprinus;Cyprinus carpio;NA;NA;NA
AM181028.1	Eukaryota;Chordata;Mammalia;Carnivora;Phocidae;Cystophora;Cystophora cristata;NA;NA;NA
PX904184.1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Soleidae;Dagetichthys;Dagetichthys commersonnii;NA;NA;NA
NC_020700.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Cervidae;Dama;Dama dama;NA;NA;NA
OR232307.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Cervidae;Dama;Dama dama;NA;NA;NA
NC_030278.1	Eukaryota;Chordata;Actinopteri;Lobotiformes;Datnioididae;Datnioides;Datnioides microlepis;NA;NA;NA
MW927704.1	Eukaryota;Chordata;Actinopteri;Lobotiformes;Datnioididae;Datnioides;Datnioides polota;NA;NA;NA
MZ930122.1	Eukaryota;Chordata;Actinopteri;Lobotiformes;Datnioididae;Datnioides;Datnioides polota;NA;NA;NA
LC645286.1	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Decapterus;Decapterus macrosoma;NA;NA;NA
NC_023458.1	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Decapterus;Decapterus macrosoma;NA;NA;NA
PX804224.1	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Decapterus;Decapterus macrosoma;NA;NA;NA
LC618831.1	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Decapterus;Decapterus maruadsi;NA;NA;NA
LC649155.1	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Decapterus;Decapterus muroadsi;NA;NA;NA
OP035108.1	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Decapterus;Decapterus punctatus;NA;NA;NA
PZ091030.1	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Decapterus;Decapterus punctatus;NA;NA;NA
LC834788.1	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Decapterus;Decapterus russelli;NA;NA;NA
MN711693.1	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Decapterus;Decapterus russelli;NA;NA;NA
LC681795.1	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Decapterus;Decapterus tabl;NA;NA;NA
NC_044650.1	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Decapterus;Decapterus tabl;NA;NA;NA
PV454009.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Decodon;Decodon melasma;NA;NA;NA
NC_012061.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Delphinidae;Delphinus;Delphinus capensis;NA;NA;NA
PP727284.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Delphinidae;Delphinus;Delphinus delphis;NA;NA;NA
NC_037755.1	Eukaryota;Chordata;Actinopteri;Spariformes;Sparidae;Dentex;Dentex dentex;NA;NA;NA
NC_037731.1	Eukaryota;Chordata;Actinopteri;Spariformes;Sparidae;Dentex;Dentex gibbosus;NA;NA;NA
AY313979.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Dermatolepis;Dermatolepis inermis;NA;NA;NA
NC_087996.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Dermatolepis;Dermatolepis inermis;NA;NA;NA
AB355914.1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Haemulidae;Diagramma;Diagramma pictum;NA;NA;NA
KJ468671.1	Eukaryota;Chordata;Actinopteri;Gerreiformes;Gerreidae;Diapterus;Diapterus auratus;NA;NA;NA
NC_026074.1	Eukaryota;Chordata;Actinopteri;NA;Moronidae;Dicentrarchus;Dicentrarchus labrax;NA;NA;NA
PP467784.1	Eukaryota;Chordata;Actinopteri;NA;Moronidae;Dicentrarchus;Dicentrarchus labrax;NA;NA;NA
NC_026075.1	Eukaryota;Chordata;Actinopteri;NA;Moronidae;Dicentrarchus;Dicentrarchus punctatus;NA;NA;NA
AY700285.1	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Dichotomyctere;Dichotomyctere fluviatilis;NA;NA;NA
LC499546.2	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Diodontidae;Diodon;Diodon eydouxii;NA;NA;NA
AY700255.1	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Diodontidae;Diodon;Diodon holocanthus;NA;NA;NA
KT600952.1	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Diodontidae;Diodon;Diodon holocanthus;NA;NA;NA
NC_009866.1	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Diodontidae;Diodon;Diodon holocanthus;NA;NA;NA
AY700257.1	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Diodontidae;Diodon;Diodon liturosus;NA;NA;NA
PV423379.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Diplectrum;Diplectrum formosum;NA;NA;NA
MT319027.1	Eukaryota;Chordata;Actinopteri;Spariformes;Sparidae;Diplodus;Diplodus puntazzo;NA;NA;NA
LC649162.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Diploprion;Diploprion bifasciatus;NA;NA;NA
PZ024020.1	Eukaryota;Chordata;Chondrichthyes;Rajiformes;Rajidae;Dipturus;Dipturus intermedius;NA;NA;NA
MH377802.1	Eukaryota;Chordata;Chondrichthyes;Rajiformes;Rajidae;Dipturus;Dipturus laevis;NA;NA;NA
NC_018135.1	Eukaryota;Chordata;Actinopteri;Perciformes;Nototheniidae;Dissostichus;Dissostichus eleginoides;NA;NA;NA
LC138011.1	Eukaryota;Chordata;Actinopteri;Perciformes;Nototheniidae;Dissostichus;Dissostichus mawsoni;NA;NA;NA
NC_009867.1	Eukaryota;Chordata;Actinopteri;Acropomatiformes;Acropomatidae;Doederleinia;Doederleinia berycoides;NA;NA;NA
PX415956.1	Eukaryota;Chordata;Actinopteri;Siluriformes;Doradidae;Doras;Doras carinatus;NA;NA;NA
PX415957.1	Eukaryota;Chordata;Actinopteri;Siluriformes;Doradidae;Doras;Doras carinatus;NA;NA;NA
BK075999.1	Eukaryota;Chordata;Actinopteri;Siluriformes;Doradidae;Doras;Doras micropoeus;NA;NA;NA
OP056839.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Doratonotus;Doratonotus megalepis;NA;NA;NA
NC_008107.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Dorosoma;Dorosoma cepedianum;NA;NA;NA
NC_009580.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Dorosoma;Dorosoma petenense;NA;NA;NA
NC_002784.1	Eukaryota;Chordata;Aves;Casuariiformes;Dromaiidae;Dromaius;Dromaius novaehollandiae;NA;NA;NA
FJ374790.1	Eukaryota;Chordata;Actinopteri;Carangiformes;Echeneidae;Echeneis;Echeneis neucratoides;NA;NA;NA
PP467847.1	Eukaryota;Chordata;Actinopteri;Perciformes;Trachinidae;Echiichthys;Echiichthys vipera;NA;NA;NA
NC_029880.1	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Elagatis;Elagatis bipinnulata;NA;NA;NA
MH061062.1	Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;Eleginus;Eleginus gracilis;NA;NA;NA
MH061068.1	Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;Eleginus;Eleginus gracilis;NA;NA;NA
MH061084.1	Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;Eleginus;Eleginus gracilis;NA;NA;NA
NC_021620.1	Eukaryota;Chordata;Actinopteri;NA;Polynemidae;Eleutheronema;Eleutheronema tetradactylum;NA;NA;NA
PV077896.1	Eukaryota;Chordata;Actinopteri;NA;Polynemidae;Eleutheronema;Eleutheronema tetradactylum;NA;NA;NA
KF374968.1	Eukaryota;Chordata;Actinopteri;Mugiliformes;Mugilidae;Ellochelon;Ellochelon vaigiensis;NA;NA;NA
NC_005798.1	Eukaryota;Chordata;Actinopteri;Elopiformes;Elopidae;Elops;Elops hawaiensis;NA;NA;NA
PX718986.1	Eukaryota;Chordata;Actinopteri;Elopiformes;Elopidae;Elops;Elops saurus;NA;NA;NA
AF488490.1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Embassichthys;Embassichthys bathybius;NA;NA;NA
NC_029362.1	Eukaryota;Chordata;Actinopteri;NA;Embiotocidae;Embiotoca;Embiotoca jacksoni;NA;NA;NA
NC_066926.1	Eukaryota;Chordata;Actinopteri;NA;Embiotocidae;Embiotoca;Embiotoca lateralis;NA;NA;NA
NC_088577.1	Eukaryota;Chordata;Actinopteri;NA;Emmelichthyidae;Emmelichthys;Emmelichthys nitidus;NA;NA;NA
EU921687.1	Eukaryota;Chordata;Actinopteri;Anguilliformes;Muraenidae;Enchelycore;Enchelycore anatina;NA;NA;NA
FJ215025.1	Eukaryota;Chordata;Actinopteri;Gadiformes;Gaidropsaridae;Enchelyopus;Enchelyopus cimbrius;NA;NA;NA
AP017952.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Encrasicholina;Encrasicholina heteroloba;NA;NA;NA
AP017954.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Encrasicholina;Encrasicholina pseudoheteroloba;NA;NA;NA
AP017951.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Encrasicholina;Encrasicholina punctifer;NA;NA;NA
AP017956.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Encrasicholina;Encrasicholina punctifer;NA;NA;NA
DQ912031.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis encrasicolus;NA;NA;NA
NC_009581.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis encrasicolus;NA;NA;NA
DQ912037.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax;NA;NA;NA
NC_041097.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax;NA;NA;NA
NC_042728.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis ringens;NA;NA;NA
NC_083049.1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Eopsetta;Eopsetta jordani;NA;NA;NA
OK545541.1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Eopsetta;Eopsetta jordani;NA;NA;NA
PQ628758.1	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Ephippion;Ephippion guttifer;NA;NA;NA
LC925641.1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Epibulus;Epibulus insidiator;NA;NA;NA
NC_087997.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus adscensionis;NA;NA;NA
PQ628761.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus aeneus;NA;NA;NA
AB974679.2	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus akaara;NA;NA;NA
NC_072595.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus amblycephalus;NA;NA;NA
KU877246.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus areolatus;NA;NA;NA
NC_020785.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus areolatus;NA;NA;NA
NC_069198.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus bilobatus;NA;NA;NA
NC_022848.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus bleekeri;NA;NA;NA
JQ518289.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus bruneus;NA;NA;NA
NC_013820.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus bruneus;NA;NA;NA
PZ210656.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus coeruleopunctatus;NA;NA;NA
AY949333.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus coioides;NA;NA;NA
MW752082.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus coioides;NA;NA;NA
NC_026731.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus corallicola;NA;NA;NA
AY949368.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus costae;NA;NA;NA
AY949335.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus cyanopodus;NA;NA;NA
AY313985.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus drummondhayi;NA;NA;NA
NC_021462.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus epistictus;NA;NA;NA
NC_020782.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus fasciatomaculosus;NA;NA;NA
AY949401.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus fasciatus;NA;NA;NA
LC940206.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus fasciatus;NA;NA;NA
PZ315196.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus fasciatus;NA;NA;NA
AY949415.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus fuscoguttatus;NA;NA;NA
NC_020046.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus fuscoguttatus;NA;NA;NA
NC_028055.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus fuscoguttatus x Epinephelus lanceolatus;NA;NA;NA
AY949437.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus guttatus;NA;NA;NA
NC_065829.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus hexagonatus;NA;NA;NA
AY949337.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus itajara;NA;NA;NA
NC_011715.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus lanceolatus;NA;NA;NA
NC_020784.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus latifasciatus;NA;NA;NA
AY949338.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus maculatus;NA;NA;NA
NC_067042.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus maculatus;NA;NA;NA
AY949390.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus malabaricus;NA;NA;NA
KU877247.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus malabaricus;NA;NA;NA
AM931025.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus marginatus;NA;NA;NA
AY949369.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus marginatus;NA;NA;NA
NC_087998.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus marginatus;NA;NA;NA
PZ507564.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus melanostigma;NA;NA;NA
AY949418.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus miliaris;NA;NA;NA
AY949425.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus morio;NA;NA;NA
NC_087999.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus morio;NA;NA;NA
PZ315198.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus morrhua;NA;NA;NA
PZ210644.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus ongus;NA;NA;NA
KU680999.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus polyphekadion;NA;NA;NA
NC_072956.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus polyphekadion;NA;NA;NA
AY949430.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus radiatus;NA;NA;NA
KU877251.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus radiatus;NA;NA;NA
PZ507588.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus retouti;NA;NA;NA
AY949410.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus rivulatus;NA;NA;NA
NC_021765.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus sexfasciatus;NA;NA;NA
NC_021133.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus stictus;NA;NA;NA
AY949433.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus striatus;NA;NA;NA
AY949347.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus tauvina;NA;NA;NA
KU877248.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus tauvina;NA;NA;NA
NC_056898.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus tauvina;NA;NA;NA
NC_021612.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus trimaculatus;NA;NA;NA
NC_024039.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus tukula;NA;NA;NA
NC_071920.1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus undulosus;NA;NA;NA
NC_022505.1	Eukaryota;Chordata;Actinopteri;Scombriformes;Gempylidae;Epinnula;Epinnula magistralis;NA;NA;NA
OP056961.1	Eukaryota;Chordata;Actinopteri;NA;Sciaenidae;Eques;Eques punctatus;NA;NA;NA
KX669267.1	Eukaryota;Chordata;Mammalia;Perissodactyla;Equidae;Equus;Equus asinus;Equus asinus africanus;NA;NA
KT221831.1	Eukaryota;Chordata;Mammalia;Perissodactyla;Equidae;Equus;Equus caballus;NA;NA;NA
KT221836.1	Eukaryota;Chordata;Mammalia;Perissodactyla;Equidae;Equus;Equus caballus;NA;NA;NA
KT596764.1	Eukaryota;Chordata;Mammalia;Perissodactyla;Equidae;Equus;Equus caballus;NA;NA;NA
MK100122.1	Eukaryota;Chordata;Mammalia;Perissodactyla;Equidae;Equus;Equus caballus;NA;NA;NA
MN187576.1	Eukaryota;Chordata;Mammalia;Perissodactyla;Equidae;Equus;Equus caballus;NA;NA;NA
NC_091244.1	Eukaryota;Chordata;Mammalia;Perissodactyla;Equidae;Equus;Equus caballus;NA;NA;NA
AM181027.1	Eukaryota;Chordata;Mammalia;Carnivora;Phocidae;Erignathus;Erignathus barbatus;NA;NA;NA
NC_026889.1	Eukaryota;Chordata;Actinopteri;Perciformes;Anoplopomatidae;Erilepis;Erilepis zonifer;NA;NA;NA
NC_016706.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Escualosa;Escualosa thoracata;NA;NA;NA
PV748012.1	Eukaryota;Chordata;Actinopteri;Esociformes;Esocidae;Esox;Esox americanus;Esox americanus americanus;NA;NA
MT667237.1	Eukaryota;Chordata;Actinopteri;Esociformes;Esocidae;Esox;Esox americanus;Esox americanus vermiculatus;NA;NA
NC_004593.1	Eukaryota;Chordata;Actinopteri;Esociformes;Esocidae;Esox;Esox lucius;NA;NA;NA
MW856881.1	Eukaryota;Chordata;Actinopteri;Esociformes;Esocidae;Esox;Esox masquinongy;NA;NA;NA
NC_023269.1	Eukaryota;Chordata;Actinopteri;Esociformes;Esocidae;Esox;Esox reichertii;NA;NA;NA
OP035103.1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Etelis;Etelis carbunculus;NA;NA;NA
PV170590.1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Etelis;Etelis carbunculus;NA;NA;NA
NC_082564.1	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Etelis;Etelis oculatus;NA;NA;NA
NC_009582.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Ethmalosa;Ethmalosa fimbriata;NA;NA;NA
NC_016710.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Ethmidium;Ethmidium maculatum;NA;NA;NA
NC_029832.1	Eukaryota;Chordata;Actinopteri;Cichliformes;Cichlidae;Etroplus;Etroplus suratensis;NA;NA;NA
DQ912038.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Dussumieriidae;Etrumeus;Etrumeus teres;NA;NA;NA
PX430084.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Dussumieriidae;Etrumeus;Etrumeus teres;NA;NA;NA
PX430085.1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Dussumieriidae;Etrumeus;Etrumeus teres;NA;NA;NA
OP205167.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Balaenidae;Eubalaena;Eubalaena australis;NA;NA;NA
OP205177.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Balaenidae;Eubalaena;Eubalaena australis;NA;NA;NA
OP205182.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Balaenidae;Eubalaena;Eubalaena glacialis;NA;NA;NA
OP205195.1	Eukaryota;Chordata;Mammalia;Artiodactyla;Balaenidae;Eubalaena;Eubalaena japonica;NA;NA;NA
PQ845995.1	Eukaryota;Chordata;Hyperoartia;Petromyzontiformes;Petromyzontidae;Eudontomyzon;Eudontomyzon graecus;NA;NA;NA
KT067847.1	Eukaryota;Chordata;Actinopteri;Gerreiformes;Gerreidae;Eugerres;Eugerres plumieri;NA;NA;NA
AP012497.1	Eukaryota;Chordata;Actinopteri;Scombriformes;Bramidae;Eumegistus;Eumegistus illustris;NA;NA;NA
AJ428578.2	Eukaryota;Chordata;Mammalia;Carnivora;Otariidae;Eumetopias;Eumetopias jubatus;NA;NA;NA
KM055370.1	Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Euthynnus;Euthynnus affinis;NA;NA;NA
KP793738.1	Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Euthynnus;Euthynnus affinis;NA;NA;NA
NC_004530.1	Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Euthynnus;Euthynnus alletteratus;NA;NA;NA
PQ628766.1	Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Euthynnus;Euthynnus alletteratus;NA;NA;NA
AB919123.1	Eukaryota;Chordata;Actinopteri;Siluriformes;Schilbidae;Eutropiichthys;Eutropiichthys vacha;NA;NA;NA
PX430093.1	Eukaryota;Chordata;Actinopteri;Spariformes;Sparidae;Evynnis;Evynnis cardinalis;NA;NA;NA
NC_029479.1	Eukaryota;Chordata;Actinopteri;Spariformes;Sparidae;Evynnis;Evynnis tumifrons;NA;NA;NA
OP057046.2	Eukaryota;Chordata;Actinopteri;Beloniformes;Exocoetidae;Exocoetus;Exocoetus monocirrhus;NA;NA;NA
PX416004.1	Eukaryota;Chordata;Actinopteri;Siluriformes;Loricariidae;Farlowella;Farlowella reticulata;NA;NA;NA
AY012149.1	Eukaryota;Chordata;Mammalia;Carnivora;Felidae;Felis;Felis catus;NA;NA;NA
MN447121.1	Eukaryota;Chordata;Mammalia;Carnivora;Felidae;Felis;Felis catus;NA;NA;NA
NC_001700.1	Eukaryota;Chordata;Mammalia;Carnivora;Felidae;Felis;Felis catus;NA;NA;NA
PP070532.1	Eukaryota;Chordata;Mammalia;Carnivora;Felidae;Felis;Felis catus;NA;NA;NA
NC_010274.1	Eukaryota;Chordata;Actinopteri;Syngnathiformes;Fistulariidae;Fistularia;Fistularia commersonii;NA;NA;NA
BK063458.1	Eukaryota;Chordata;Actinopteri;Beloniformes;Exocoetidae;Fodiator;Fodiator rostratus;NA;NA;NA
OP035105.1	Eukaryota;Chordata;Actinopteri;Cyprinodontiformes;Fundulidae;Fundulus;Fundulus confluentus;NA;NA;NA
FJ445403.1	Eukaryota;Chordata;Actinopteri;Cyprinodontiformes;Fundulidae;Fundulus;Fundulus heteroclitus;NA;NA;NA
NC_012312.1	Eukaryota;Chordata;Actinopteri;Cyprinodontiformes;Fundulidae;Fundulus;Fundulus heteroclitus;NA;NA;NA
KX686099.1	Eukaryota;Chordata;Actinopteri;Cyprinodontiformes;Fundulidae;Fundulus;Fundulus majalis;NA;NA;NA
OR582709.1	Eukaryota;Chordata;Actinopteri;Cyprinodontiformes;Fundulidae;Fundulus;Fundulus majalis;NA;NA;NA
MH035590.1	Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;Gadus;Gadus chalcogrammus;NA;NA;NA
MH035598.1	Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;Gadus;Gadus chalcogrammus;NA;NA;NA
AM489718.1	Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;Gadus;Gadus finnmarchicus;NA;NA;NA
