scientific_name,marker,ncbi_hits,common_name,source
Plebidonax deltoides,12,0,pipi,"Newton, ""The Oldest Foods on Earth"""
Plesionika martia,12,0,shrimp,"FDA The Seafood List, 2023/07/21"
Pleuroncodes monodon,12,0,red squat lobster,SJ
Pleuroncodes planipes,12,0,pelagic red crab,SJ
Pleuronichthys ritteri,12,0,turbot,"FDA The Seafood List, 2023/07/21"
Pleuroploca gigantea,12,0,conch,"FDA The Seafood List, 2023/07/21"
Plicofollis crossocheilos,12,0,roughback whiskered fish,"FDA The Seafood List, 2023/07/21"
Polinices heros,12,0,moonsnail,"FDA The Seafood List, 2023/07/21"
Polyprion yanezi,12,0,sea bass,"FDA The Seafood List, 2023/07/21"
Pomadasys crocro,12,0,grunt,"FDA The Seafood List, 2023/07/21"
Pomadasys panamensis,12,0,grunt,"FDA The Seafood List, 2023/07/21"
Pontinus khulii,12,0,rockfish,"FDA The Seafood List, 2023/07/21"
Portunus puber,12,0,swimming crab,"FDA The Seafood List, 2023/07/21"
Portunus reticulatus,12,0,swimming crab,"FDA The Seafood List, 2023/07/21"
Portunus segnis,12,0,swimming crab,"FDA The Seafood List, 2023/07/21"
Portunus tuberculosus,12,0,swimming crab,"FDA The Seafood List, 2023/07/21"
Prionotus stephanophrys,12,0,searobin,"FDA The Seafood List, 2023/07/21"
Probarbus jullien,12,0,barb,"FDA The Seafood List, 2023/07/21"
Procambarus zonangulus,12,0,white river crawfish,SJ
Prognichthys gibbifrons,12,0,flyingfish,"FDA The Seafood List, 2023/07/21"
Prolatilus jugularis,12,0,tilefish,"FDA The Seafood List, 2023/07/21"
Protothaca staminea,12,0,littleneck clam,"FDA The Seafood List, 2023/07/21"
Protothaca tenerrima,12,0,littleneck clam,"FDA The Seafood List, 2023/07/21"
Protothaca thaca,12,0,hardshell clam,"FDA The Seafood List, 2023/07/21"
Protrachypene precipua,12,0,shrimp,"FDA The Seafood List, 2023/07/21"
Pseudeutropius atherinoides,12,0,potasi,"FDA The Seafood List, 2023/07/21"
Pseudolais micronemus,12,0,shortbarbel pangasius,"FDA The Seafood List, 2023/07/21"
Pseudophycis bachus,12,0,morid cod,"FDA The Seafood List, 2023/07/21"
Pseudophycis barbata,12,0,morid cod,"FDA The Seafood List, 2023/07/21"
Pseudophycis breviuscula,12,0,morid cod,"FDA The Seafood List, 2023/07/21"
Pseudorhombus jenynsii,12,0,flounder,"FDA The Seafood List, 2023/07/21"
Pseudupeneus grandisquamis,12,0,goatfish,"FDA The Seafood List, 2023/07/21"
Pterygotrigla picta,12,0,searobin,"FDA The Seafood List, 2023/07/21"
Ptychocheilus grandis,12,0,carp,"FDA The Seafood List, 2023/07/21"
Rangia cuneata,12,0,surfclam,"FDA The Seafood List, 2023/07/21"
Rastrineobola argenta,12,0,silver cyprinid,BP
Rhacochilus toxotes,12,0,surfperch,"FDA The Seafood List, 2023/07/21"
Rhinobatos productus,12,0,guitarfish,"FDA The Seafood List, 2023/07/21"
Rhombosolea plebeia,12,0,flounder,"FDA The Seafood List, 2023/07/21"
Rhombosolea retiaria,12,0,flounder,"FDA The Seafood List, 2023/07/21"
Romaleon antennarium,12,0,rock crab,"FDA The Seafood List, 2023/07/21"
Roncador stearnsii,12,0,croaker,"FDA The Seafood List, 2023/07/21"
Ruspolia differens,12,0,longhorn grasshopper,"Halloran, Flore, Vantomme, Roos, ""Edible Insects in Sustainable Food Systems"""
Salanx prognathus,12,0,noodlefish,"FDA The Seafood List, 2023/07/21"
Salilota australis,12,0,morid cod,"FDA The Seafood List, 2023/07/21"
Sanguinolaria sanguinolenta,12,0,sanguin clam,"FDA The Seafood List, 2023/07/21"
Sarda australis,12,0,bonito,"FDA The Seafood List, 2023/07/21"
Sardinops neopilchardus,12,0,pilchard,"FDA The Seafood List, 2023/07/21"
Sarotherodon galilaeus galilaeus,12,0,tilapia,"FDA The Seafood List, 2023/07/21"
Saurida filamentosa,12,0,lizardfish,"FDA The Seafood List, 2023/07/21"
Saxidomus gigantea,12,0,butter clam,"FDA The Seafood List, 2023/07/21"
Saxidomus nuttalli,12,0,butter clam,"FDA The Seafood List, 2023/07/21"
Schedophilus ovalis,12,0,imperial blackfish,"FDA The Seafood List, 2023/07/21"
Scleropages legendrei,12,0,arowana,"FDA The Seafood List, 2023/07/21"
Scomberomorus lineolatus,12,0,streaked spanish mackerel,BP
Scorpaena cardinalis,12,0,rockfish,"FDA The Seafood List, 2023/07/21"
Scorpaena dispar,12,0,scorpionfish,"FDA The Seafood List, 2023/07/21"
Scorpaena guttata,12,0,scorpionfish,"FDA The Seafood List, 2023/07/21"
Scorpaena papillosa,12,0,rockfish,"FDA The Seafood List, 2023/07/21"
Scyllarides aequinoctialis,12,0,slipper lobster,"FDA The Seafood List, 2023/07/21"
Sebastolobus altivelis,12,0,thornyhead,"FDA The Seafood List, 2023/07/21"
Selachimorpha,12,0,shark,JL
Sepioteuthis sepioidea,12,0,squid,"FDA The Seafood List, 2023/07/21"
Seriolella caerulea,12,0,warehou,"FDA The Seafood List, 2023/07/21"
Seriphus politus,12,0,drum,"FDA The Seafood List, 2023/07/21"
Serripes groenlandicus,12,0,cockle,"FDA The Seafood List, 2023/07/21"
Sicyonia brevirostris,12,0,brown rock shrimp,SJ
Siliqua alta,12,0,razor clam,"FDA The Seafood List, 2023/07/21"
Siliqua costata,12,0,razor clam,"FDA The Seafood List, 2023/07/21"
Siliqua patula,12,0,razor clam,Marty Smith
Sillago bassensis,12,0,whiting,"FDA The Seafood List, 2023/07/21"
Sillago robusta,12,0,whiting,"FDA The Seafood List, 2023/07/21"
Simomactra dolabriformis,12,0,surfclam,"FDA The Seafood List, 2023/07/21"
Simomactra falcata,12,0,surfclam,"FDA The Seafood List, 2023/07/21"
Simomactra planulata,12,0,surfclam,"FDA The Seafood List, 2023/07/21"
Solen rostriformis,12,0,razor clam,"FDA The Seafood List, 2023/07/21"
Solen viridis,12,0,razor clam,"FDA The Seafood List, 2023/07/21"
Spaerechinus granularis,12,0,sea urchin,"FDA The Seafood List, 2023/07/21"
Sphoeroides lobatus,12,0,puffer,"FDA The Seafood List, 2023/07/21"
Sphyraena argentea,12,0,barracuda,"FDA The Seafood List, 2023/07/21"
Spisula solida,12,0,surf clam,SJ
Spisula solidissima,12,0,atlantic surf clam,Marty Smith
Strombus alatus,12,0,conch,"FDA The Seafood List, 2023/07/21"
Strombus costatus,12,0,conch,"FDA The Seafood List, 2023/07/21"
Synclidopus macleayanus,12,0,sole,"FDA The Seafood List, 2023/07/21"
Tagelus californianus,12,0,razor clam,"FDA The Seafood List, 2023/07/21"
Tagelus dombeii,12,0,razor clam,"FDA The Seafood List, 2023/07/21"
Tagelus plebeius,12,0,razor clam,"FDA The Seafood List, 2023/07/21"
Tapes rhomboides,12,0,littleneck clam,"FDA The Seafood List, 2023/07/21"
Tapes variegata,12,0,littleneck clam,"FDA The Seafood List, 2023/07/21"
Thysanoessa inermis,12,0,krill,"FDA The Seafood List, 2023/07/21"
Tibicen pruinosus,12,0,cicada,"Halloran, Flore, Vantomme, Roos, ""Edible Insects in Sustainable Food Systems"""
Tiostrea lutaria,12,0,oyster,"FDA The Seafood List, 2023/07/21"
Tivela stultorum,12,0,pismo clam,"FDA The Seafood List, 2023/07/21"
Todarodes angolensis,12,0,squid,"FDA The Seafood List, 2023/07/21"
Todarodes sagittatus,12,0,squid,"FDA The Seafood List, 2023/07/21"
Torpedo californica,12,0,electric ray,"FDA The Seafood List, 2023/07/21"
Torpedo nobiliana,12,0,torpedo,"FDA The Seafood List, 2023/07/21"
Trachinotus africanus,12,0,southern pompano,SJ
Trachinotus kennedyi,12,0,pompano,"FDA The Seafood List, 2023/07/21"
Trachinotus rhodopus,12,0,pompano,"FDA The Seafood List, 2023/07/21"
Trachurus declivis,12,0,jack mackerel,"FDA The Seafood List, 2023/07/21"
Trachurus novaezelandiae,12,0,jack mackerel,"FDA The Seafood List, 2023/07/21"
Tresus capax,12,0,surfclam,"FDA The Seafood List, 2023/07/21"
Tresus nuttallii,12,0,surfclam,"FDA The Seafood List, 2023/07/21"
Triportheus albus,12,0,hatchetfish,"FDA The Seafood List, 2023/07/21"
Ucides cordates,12,0,fiddler crab,"FDA The Seafood List, 2023/07/21"
Ucides occidentalis,12,0,pacific mangrove ghost crab,BP
Umbrina cirrosa,12,0,drum,"FDA The Seafood List, 2023/07/21"
Umbrina coroides,12,0,drum,"FDA The Seafood List, 2023/07/21"
Umbrina roncador,12,0,croaker,"FDA The Seafood List, 2023/07/21"
Upeneichthys lineatus,12,0,goatfish,"FDA The Seafood List, 2023/07/21"
Urophycis cirrata,12,0,hake,"FDA The Seafood List, 2023/07/21"
Venerupis aurea,12,0,littleneck clam,"FDA The Seafood List, 2023/07/21"
Xenobrama microlepis,12,0,pomfret,"FDA The Seafood List, 2023/07/21"
Xiphopenaeus kroyeri,12,0,shrimp,"FDA The Seafood List, 2023/07/21"
Xylotrupes gideon,12,0,brown rhinoceros beetle,"Halloran, Flore, Vantomme, Roos, ""Edible Insects in Sustainable Food Systems"""
Zidona dufresnei,12,0,snail,"FDA The Seafood List, 2023/07/21"
Zonocerus variegatus,12,0,painted grasshopper,"Halloran, Flore, Vantomme, Roos, ""Edible Insects in Sustainable Food Systems"""
Acipenser multiscutatus,12,0,sturgeon,"FDA The Seafood List, 2023/07/21"
Actinopyga mauritiana,12,0,surf redfish,Australian Fisheries Management Authority
